V_NUMBER,AD_CTY_NAME,CASE_ID,CASE_REPCODE,INV_CTY_NAME,INV_CTY_CODE,PRODUCT,INIT_DATE,P_DUMP_DATE,P_INJ_DATE,P_DUMP_DEC,P_INJ_DEC,P_AD_DATE,P_AD_MEASURE,F_DUMP_DATE,F_INJ_DATE,F_DUMP_DEC,F_INJ_DEC,F_AD_DATE,F_AD_MEASURE,REVOKE_DATE,REVOKE_YEAR,WTO_F_AD_MEASURE,WTO_F_MARGIN_MIN,WTO_F_MARGIN_MAX,WTO_CITATION,RELATED_CVD,INIT_GP,P_GP,P_AD_DUTY,F_GP,F_AD_DUTY,REVIEW_INIT_GP,CHINA_OFFICIAL_CASE_ID,
Q4_2012,China,CHN-AD-119,CHN-AD-118,USA,USA,O-Dihydroxybenzene(Catechol Pyrocatechol),05/31/2005,12/14/2005,12/14/2005,A,A,12/02/2005,AVD,05/22/2006,05/22/2006,A,A,05/22/2006,AVD,IF,IF,DPU ,4.00,46.81,G/ADP/N/145/CHN,.,Public Notice No.29/2005,Public Notice No.82/2005,6-46.81,Public Notice No.32/2006,4-46.81,.,0038AC2620050531 ,
Q4_2012,China,CHN-AD-120,CHN-AD-120,Taiwan,TWN,Polybutylene Terephthalate Resin (PBT),06/06/2005,03/22/2006,03/22/2006,A,A,03/22/2006,AVD,07/24/2006,07/24/2006,A,A,07/22/2006,AVD,07/22/2011,2011,AVD,6.24,17.31,G/ADP/N/153/CHN,.,Public Notice No.30/2005,Public Notice No.15/2006,12.78-17.31,Public Notice No.42/2006,6.24-17.31,.,0039AC2620050606,
Q4_2012,China,CHN-AD-121,CHN-AD-120,Japan,JPN,Polybutylene Terephthalate Resin (PBT),06/06/2005,03/22/2006,03/22/2006,A,A,03/22/2006,AVD,07/24/2006,07/24/2006,A,A,07/22/2006,AVD,07/22/2011,2011,AVD,6.24,17.31,G/ADP/N/153/CHN,.,Public Notice No.30/2005,Public Notice No.15/2006,17.31,Public Notice No.42/2006,17.31,.,0039AC2620050606,
Q4_2012,China,CHN-AD-122,CHN-AD-122,European Union,EUN,Glassine and Other Glazed Transparent or Translucent Papers ,06/13/2005,06/16/2006,06/16/2006,A,A,06/16/2006,AVD,12/12/2006,12/12/2006,A,A,12/13/2006,AVD,12/13/2011,2011,AVD,10.00,42.08,G/ADP/N/153/CHN,.,Public Notice No.34/2005,Public Notice No.45/2006,10.35-42.79,Public Notice No.93/2006,10-42.8,.,0040AC2220050613 ,
Q4_2012,China,CHN-AD-123,CHN-AD-122,USA,USA,Glassine and Other Glazed Transparent or Translucent Papers ,06/13/2005,06/16/2006,06/16/2006,A,A,06/16/2006,AVD,12/12/2006,12/12/2006,A,A,12/13/2006,AVD,12/13/2011,2011,AVD,4.10,42.80,G/ADP/N/153/CHN,.,Public Notice No.34/2005,Public Notice No.45/2006,26.64-42.79,Public Notice No.93/2006,4.1-42.8,.,0040AC2220050613 ,
Q4_2012,China,CHN-AD-124,CHN-AD-124,European Union,EUN,Octanol (Octyl Alcohol) and Isomers Thereof ,09/15/2005,01/31/2007,01/31/2007,A,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Public Notice No.58/2005,Public Notice No.4/2007,MI,MI,MI,.,0041AC2620050915 ,
Q4_2012,China,CHN-AD-125,CHN-AD-124,Japan,JPN,Octanol (Octyl Alcohol) and Isomers Thereof ,09/15/2005,01/31/2007,01/31/2007,A,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Public Notice No.58/2005,Public Notice No.4/2007,MI,MI,MI,.,0041AC2620050915 ,
Q4_2012,China,CHN-AD-126,CHN-AD-124,Saudi Arabia,SAU,Octanol (Octyl Alcohol) and Isomers Thereof ,09/15/2005,01/31/2007,01/31/2007,A,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Public Notice No.58/2005,Public Notice No.4/2007,MI,MI,MI,.,0041AC2620050915 ,
Q4_2012,China,CHN-AD-127,CHN-AD-124,Indonesia,IDN,Octanol (Octyl Alcohol) and Isomers Thereof ,09/15/2005,01/31/2007,01/31/2007,A,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Public Notice No.58/2005,Public Notice No.4/2007,MI,MI,MI,.,0041AC2620050915 ,
Q4_2012,China,CHN-AD-128,CHN-AD-124,South Korea,KOR,Octanol (Octyl Alcohol) and Isomers Thereof ,09/15/2005,01/31/2007,01/31/2007,A,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Public Notice No.58/2005,Public Notice No.4/2007,MI,MI,MI,.,0041AC2620050915 ,
Q4_2012,China,CHN-AD-129,CHN-AD-129,Malaysia,MYS,Butan-1-Ol (N-Butyl Alcohol) ,10/14/2005,03/02/2007,03/02/2007,A,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Public Notice No.66/2005,Public Notice No.10/2007,MI,MI,MI,.,0042AC2620051014,
Q4_2012,China,CHN-AD-130,CHN-AD-129,USA,USA,Butan-1-Ol (N-Butyl Alcohol) ,10/14/2005,03/02/2007,03/02/2007,A,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Public Notice No.66/2005,Public Notice No.10/2007,MI,MI,MI,.,0042AC2620051014,
Q4_2012,China,CHN-AD-131,CHN-AD-129,South Africa,ZAF,Butan-1-Ol (N-Butyl Alcohol) ,10/14/2005,03/02/2007,03/02/2007,A,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Public Notice No.66/2005,Public Notice No.10/2007,MI,MI,MI,.,0042AC2620051014,
Q4_2012,China,CHN-AD-132,CHN-AD-129,European Union,EUN,Butan-1-Ol (N-Butyl Alcohol) ,10/14/2005,03/02/2007,03/02/2007,A,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Public Notice No.66/2005,Public Notice No.10/2007,MI,MI,MI,.,0042AC2620051014,
Q4_2012,China,CHN-AD-133,CHN-AD-129,Japan,JPN,Butan-1-Ol (N-Butyl Alcohol) ,10/14/2005,03/02/2007,03/02/2007,A,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Public Notice No.66/2005,Public Notice No.10/2007,MI,MI,MI,.,0042AC2620051014,
Q4_2012,China,CHN-AD-134,CHN-AD-129,Russia,RUS,Butan-1-Ol (N-Butyl Alcohol) ,10/14/2005,03/02/2007,03/02/2007,A,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Public Notice No.66/2005,Public Notice No.10/2007,MI,MI,MI,.,0042AC2620051014,
Q4_2012,China,CHN-AD-135,CHN-AD-135,India,IND,Octylphenol Nonylphenol and their Isomers and Salts Thereof ,12/29/2005,07/10/2006,07/10/2006,A,A,07/10/2006,AVD,03/28/2007,03/28/2007,A,A,03/29/2007,AVD,IF,IF,MI,12.22,20.38,G/ADP/N/158/CHN,.,Public Notice No.102/2005,Public Notice No.51/2006,17.96-20.38,Public Notice No.11/2007,12.22-20.38,.,0043AC2620051229 ,
Q4_2012,China,CHN-AD-136,CHN-AD-135,Taiwan,TWN,Octylphenol Nonylphenol and their Isomers and Salts Thereof ,12/29/2005,07/10/2006,07/10/2006,A,A,07/10/2006,AVD,03/28/2007,03/28/2007,A,A,03/29/2007,AVD,IF,IF,MI,4.08,20.38,G/ADP/N/158/CHN,.,Public Notice No.102/2005,Public Notice No.51/2006,9.07-20.38,Public Notice No.11/2007,4.08-20.38,.,0043AC2620051229 ,
Q4_2012,China,CHN-AD-137,CHN-AD-137,European Union,EUN,Potato Starch,02/06/2006,08/18/2006,08/18/2006,A,A,08/18/2006,AVD,02/06/2007,02/06/2007,A,A,02/06/2007,AVD,IF,IF,MI,17.00,35.00,G/ADP/N/158/CHN,.,Public Notice No.04/2006,Public Notice No.60/2006,35-57.1,Public Notice No.8/2007,17-35,Public Notice No.22/2010,0044AC1320060206 ,
Q4_2012,China,CHN-AD-138,CHN-AD-138,Japan,JPN,Paper for Electrolytic Capacitor,04/18/2006,10/19/2006,10/19/2006,A,A,10/20/2006,AVD,04/17/2007,04/17/2007,A,A,04/18/2007,AVD,IF,IF,MI,15.00,40.83,G/ADP/N/158/CHN,.,Public Notice No.28/2006,Public Notice No.80/2006,15-40.83,Public Notice No.30/2007,15-40.83,.,MI,
Q4_2012,China,CHN-AD-139,CHN-AD-139,India,IND,Sulfamethoxazole or Sulphamethoxazole or SMZ,06/16/2006,02/01/2007,02/01/2007,A,A,02/01/2007,AVD,06/15/2007,06/15/2007,A,A,06/16/2007,AVD,IF,IF,MI,10.10,37.70,G/ADP/N/158/CHN,.,Public Notice No.43/2006,Public Notice No.24/2007,15.2-37.7,Public Notice No.48/2007,10.1-37.7,.,MI,
Q4_2012,China,CHN-AD-140,CHN-AD-140,Japan,JPN,Bisphenol-A (BPA),08/30/2006,03/21/2007,03/21/2007,A,A,03/21/2007,AVD,08/29/2007,08/29/2007,A,A,08/30/2007,AVD,IF,IF,MI,6.10,37.10,G/ADP/N/166/CHN,.,Public Notice No.69/2006,Public Notice No.24/2007,6.2-37.1,Public Notice No.68/2007,6.1-37.1,.,MI,
Q4_2012,China,CHN-AD-141,CHN-AD-140,Singapore,SGP,Bisphenol-A (BPA),08/30/2006,03/21/2007,03/21/2007,A,A,03/21/2007,AVD,08/29/2007,08/29/2007,A,A,08/30/2007,AVD,IF,IF,MI,5.00,37.10,G/ADP/N/166/CHN,.,Public Notice No.69/2006,Public Notice No.24/2007,6-37.1,Public Notice No.68/2007,5.0-37.1,.,MI,
Q4_2012,China,CHN-AD-142,CHN-AD-140,South Korea,KOR,Bisphenol-A (BPA),08/30/2006,03/21/2007,03/21/2007,A,A,03/21/2007,AVD,08/29/2007,08/29/2007,A,A,08/30/2007,AVD,IF,IF,MI,5.80,37.10,G/ADP/N/166/CHN,.,Public Notice No.69/2006,Public Notice No.24/2007,6.9-37.1,Public Notice No.68/2007,5.8-37.1,.,MI,
Q4_2012,China,CHN-AD-143,CHN-AD-140,Taiwan,TWN,Bisphenol-A (BPA),08/30/2006,03/21/2007,03/21/2007,A,A,03/21/2007,AVD,08/29/2007,08/29/2007,A,A,08/30/2007,AVD,IF,IF,MI,5.30,37.10,G/ADP/N/166/CHN,.,Public Notice No.69/2006,Public Notice No.24/2007,5.3-37.1,Public Notice No.68/2007,5.3-37.1,.,MI,
Q4_2012,China,CHN-AD-144,CHN-AD-144,Japan,JPN,Methyl Ethyl Ketone (MEK) or Butanone or 2-Butanone,11/22/2006,08/08/2007,08/08/2007,A,A,08/08/2007,AVD,11/21/2007,11/21/2007,A,A,11/22/2007,AVD,IF,IF,MI,9.60,66.40,G/ADP/N/166/CHN,.,Public Notice No.92/2006,Public Notice No.67/2007,9.6-66.45,Public Notice No.81/2007,9.6-66.4,.,MI,
Q4_2012,China,CHN-AD-145,CHN-AD-144,Taiwan,TWN,Methyl Ethyl Ketone (MEK) or Butanone or 2-Butanone,11/22/2006,08/08/2007,08/08/2007,A,A,08/09/2007,AVD,11/21/2007,11/21/2007,A,A,11/22/2007,AVD,IF,IF,MI,25.00,25.00,G/ADP/N/166/CHN,.,Public Notice No.92/2006,Public Notice No.67/2007,25.07,Public Notice No.81/2007,25,.,MI,
Q4_2012,China,CHN-AD-146,CHN-AD-144,Singapore,SGP,Methyl Ethyl Ketone (MEK) or Butanone or 2-Butanone,11/22/2006,08/08/2007,08/08/2007,A,A,08/10/2007,AVD,11/21/2007,11/21/2007,A,A,11/22/2007,AVD,11/21/2012,2012,MI,17.00,17.00,G/ADP/N/166/CHN,.,Public Notice No.92/2006,Public Notice No.67/2007,17.01,Public Notice No.81/2007,17,.,MI,
Q4_2012,China,CHN-AD-147,CHN-AD-147,Japan,JPN,Acetone/Dimethyl Ketone or 2-Propanone ,03/09/2007,11/22/2007,11/22/2007,A,A,11/23/2007,AVD,06/10/2008,06/10/2008,A,A,06/09/2008,AVD,IF,IF,MI,7.20,51.60,G/ADP/N/173/CHN,.,Public Notice No.12/2007,Public Notice No.95/2007,10.7-52.4,Public Notice No.40/2008,7.2-51.6,.,MI,
Q4_2012,China,CHN-AD-148,CHN-AD-147,Singapore,SGP,Acetone/Dimethyl Ketone or 2-Propanone ,03/09/2007,11/22/2007,11/22/2007,A,A,11/23/2007,AVD,06/10/2008,06/10/2008,A,A,06/09/2008,AVD,IF,IF,MI,6.70,51.60,G/ADP/N/173/CHN,.,Public Notice No.12/2007,Public Notice No.95/2007,7.8-54.1,Public Notice No.40/2008,6.7-51.6,.,MI,
Q4_2012,China,CHN-AD-149,CHN-AD-147,South Korea,KOR,Acetone/Dimethyl Ketone or 2-Propanone ,03/09/2007,11/22/2007,11/22/2007,A,A,11/23/2007,AVD,06/10/2008,06/10/2008,A,A,06/09/2008,AVD,IF,IF,MI,5.00,51.60,G/ADP/N/173/CHN,.,Public Notice No.12/2007,Public Notice No.95/2007,5-52.9,Public Notice No.40/2008,5-51.6,.,MI,
Q4_2012,China,CHN-AD-150,CHN-AD-147,Taiwan,TWN,Acetone/Dimethyl Ketone or 2-Propanone ,03/09/2007,11/22/2007,11/22/2007,A,A,11/23/2007,AVD,06/10/2008,06/10/2008,A,A,06/09/2008,AVD,IF,IF,MI,6.20,51.60,G/ADP/N/173/CHN,.,Public Notice No.12/2007,Public Notice No.95/2007,6.2-51.6,Public Notice No.40/2008,6.2-51.6,.,MI,
Q4_2012,China,CHN-AD-151,CHN-AD-151,South Korea,KOR,Dimethyl Cyclosiloxane or Cyclic Dimethyl Siloxane,05/28/2008,11/06/2008,11/06/2008,A,A,11/07/2008,AVD,06/02/2009,06/02/2009,A,A,05/28/2009,AVD,IF,IF,MI,25.10,25.10,G/ADP/N/188/CHN,.,Public Notice No.35/2008,Public Notice No.87/2007,25.1,Public Notice No.31/2009,25.1,.,MI,
Q4_2012,China,CHN-AD-152,CHN-AD-151,Thailand,THA,Dimethyl Cyclosiloxane or Cyclic Dimethyl Siloxane,05/28/2008,11/06/2008,11/06/2008,A,A,11/07/2008,AVD,06/02/2009,06/02/2009,A,A,05/29/2009,AVD,IF,IF,MI,5.40,21.80,G/ADP/N/188/CHN,.,Public Notice No.35/2008,Public Notice No.87/2007,5.4-21.8,Public Notice No.31/2009,5.4-21.8,.,MI,
Q4_2012,China,CHN-AD-153,CHN-AD-153,Japan,JPN,Gas Chromatograph-Mass Spectrometer (GC/MS),06/05/2008,.,.,W,W,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,MI,.,.,.,.,.,MI,
Q4_2012,China,CHN-AD-154,CHN-AD-154,Saudi Arabia,SAU,1.4-Butanediol or BDO,09/25/2008,05/07/2009,05/07/2009,A,A,05/06/2009,AVD,12/24/2009,12/24/2009,A,A,12/25/2009,AVD,IF,IF,MI,4.50,13.60,G/ADP/N/195/CHN,.,MI,Public Notice No.26/2009,20.9-31.6,Public Notice No.106/2009,4.5-13.6,.,MI,
Q4_2012,China,CHN-AD-155,CHN-AD-154,Taiwan,TWN,1.4-Butanediol or BDO,09/25/2008,05/07/2009,05/07/2009,A,A,05/06/2009,AVD,12/24/2009,12/24/2009,A,A,12/25/2009,AVD,IF,IF,MI,4.60,13.60,G/ADP/N/195/CHN,.,MI,Public Notice No.26/2009,9.3-31.6,Public Notice No.106/2009,4.6-13.6,.,MI,
Q4_2012,China,CHN-AD-156,CHN-AD-156,South Korea,KOR,Adipic Acid or AA,11/10/2008,06/26/2009,06/26/2009,A,A,06/27/2009,AVD,11/01/2009,11/01/2009,A,A,11/02/2009,AVD,IF,IF,MI,5.00,16.70,G/ADP/N/195/CHN,.,Public Notice No.88/2008,Public Notice No.48/2009,5.7-16.7,Public Notice No.78/2009,5.0-16.7,.,MI,
Q4_2012,China,CHN-AD-157,CHN-AD-156,European Union,EUN,Adipic Acid or AA,11/10/2008,06/26/2009,06/26/2009,A,A,06/27/2009,AVD,11/01/2009,11/01/2009,A,A,11/02/2009,AVD,IF,IF,MI,7.40,16.70,G/ADP/N/195/CHN,.,Public Notice No.88/2008,Public Notice No.48/2009,11.3-30.3,Public Notice No.78/2009,7.4-16.7,.,MI,
Q4_2012,China,CHN-AD-158,CHN-AD-156,USA,USA,Adipic Acid or AA,11/10/2008,06/26/2009,06/26/2009,A,A,06/27/2009,AVD,11/01/2009,11/01/2009,A,A,11/02/2009,AVD,IF,IF,MI,16.80,35.40,G/ADP/N/195/CHN,.,Public Notice No.88/2008,Public Notice No.48/2009,16.8-35.4,Public Notice No.78/2009,16.8-35.4,.,MI,
Q4_2012,China,CHN-AD-159,CHN-AD-159,USA,USA,Polyamide-6.6,11/17/2008,06/25/2009,06/25/2009,A,A,06/26/2009,AVD,10/12/2009,10/12/2009,A,A,10/13/2009,AVD,IF,IF,MI,25.20,37.50,G/ADP/N/195/CHN,.,Public Notice No.89/2008,Public Notice No.44/2009,20.2-34.4,Public Notice No.79/2009,25.2-37.5,.,MI,
Q4_2012,China,CHN-AD-160,CHN-AD-159,Italy,ITA,Polyamide-6.6,11/17/2008,06/25/2009,06/25/2009,A,A,06/26/2009,AVD,10/12/2009,10/12/2009,A,A,10/13/2009,AVD,IF,IF,MI,5.30,20.90,G/ADP/N/195/CHN,.,Public Notice No.89/2008,Public Notice No.44/2009,10.9-20.9,Public Notice No.79/2009,5.3-20.9,.,MI,
Q4_2012,China,CHN-AD-161,CHN-AD-159,UK,GBR,Polyamide-6.6,11/17/2008,06/25/2009,06/25/2009,A,A,06/26/2009,AVD,10/12/2009,10/12/2009,A,A,10/13/2009,AVD,IF,IF,MI,20.90,20.90,G/ADP/N/195/CHN,.,Public Notice No.89/2008,Public Notice No.44/2009,28.8,Public Notice No.79/2009,20.9,.,MI,
Q4_2012,China,CHN-AD-162,CHN-AD-159,France,FRA,Polyamide-6.6,11/17/2008,06/25/2009,06/25/2009,A,A,06/26/2009,AVD,10/12/2009,10/12/2009,A,A,10/13/2009,AVD,IF,IF,MI,20.90,20.90,G/ADP/N/195/CHN,.,Public Notice No.89/2008,Public Notice No.44/2009,33.7,Public Notice No.79/2009,20.9,.,MI,
Q4_2012,China,CHN-AD-163,CHN-AD-159,Taiwan,TWN,Polyamide-6.6,11/17/2008,06/25/2009,06/25/2009,A,A,06/26/2009,AVD,10/12/2009,10/12/2009,A,A,10/13/2009,AVD,IF,IF,MI,20.90,20.90,G/ADP/N/195/CHN,.,Public Notice No.89/2008,Public Notice No.44/2009,37.5,Public Notice No.79/2009,20.9,.,MI,
Q4_2012,China,CHN-AD-164,CHN-AD-164,European Union,EUN,Certain Iron or Steel Fasteners,12/29/2008,12/23/2009,12/23/2009,A,A,12/28/2009,AVD,06/28/2010,06/28/2010,A,A,06/29/2010,AVD,IF,IF,AVD,6.10,26.00,G/ADP/N/202/CHN,.,Public Notice No.115/2008,Public Notice No.115/2009,16.8-24.6,Public Notice No.40/2010,6.1-26,.,MI,
Q4_2012,China,CHN-AD-165,CHN-AD-165,South Korea,KOR,Terephthalic Acid,02/12/2009,02/02/2010,02/02/2010,A,A,02/03/2010,AVD,08/12/2010,08/12/2010,A,A,08/12/2010,AVD,IF,IF,AVD,2.00,11.20,G/ADP/N/209/CHN,.,Public Notice No.12/2009,Public Notice No.4/2010,2.4-11.2,Public Notice No.47/2010,2.0-11.2,.,MI,
Q4_2012,China,CHN-AD-166,CHN-AD-165,Thailand,THA,Terephthalic Acid,02/12/2009,02/02/2010,02/02/2010,A,A,02/03/2010,AVD,08/12/2010,08/12/2010,A,A,08/12/2010,AVD,IF,IF,AVD,6.00,20.10,G/ADP/N/209/CHN,.,Public Notice No.12/2009,Public Notice No.4/2010,12.2-20.1,Public Notice No.47/2010,6.0-20.1,.,MI,
Q4_2012,China,CHN-AD-167,CHN-AD-167,Indonesia,IDN,Disodium 5'-Inosinate/Disodium 5'-Guanylate/Disodium 5'-Ribonucleotide,03/24/2009,01/04/2010,01/04/2010,A,A,01/05/2010,AVD,09/21/2010,09/21/2010,A,A,09/24/2010,AVD,IF,IF,AVD,6.30,29.70,G/ADP/N/209/CHN,.,Public Notice No.19/2009,Public Notice No.118/2009,8.1-29.7,Public Notice No.56/2010,6.3-29.7,.,MI,
Q4_2012,China,CHN-AD-168,CHN-AD-167,Thailand,THA,Disodium 5'-Inosinate/Disodium 5'-Guanylate/Disodium 5'-Ribonucleotide,03/24/2009,01/04/2010,01/04/2010,A,A,01/05/2010,AVD,09/21/2010,09/21/2010,A,A,09/24/2010,AVD,IF,IF,AVD,4.80,29.70,G/ADP/N/209/CHN,.,Public Notice No.19/2009,Public Notice No.118/2009,6.5-29.7,Public Notice No.56/2010,4.8-29.7,.,MI,
Q4_2012,China,CHN-AD-169,CHN-AD-169,USA,USA,Polycaprolactam/Polyamide-6 (PA6)/Nylon6 ,04/29/2009,10/19/2009,10/19/2009,A,A,10/20/2009,AVD,04/21/2010,04/21/2010,A,A,04/22/2010,AVD,IF,IF,AVD,29.30,96.50,G/ADP/N/202/CHN,.,Public Notice No.23/2009,Public Notice No.80/2009,30.4-36.2,Public Notice No.15/2010,29.3-96.5,.,MI,
Q4_2012,China,CHN-AD-170,CHN-AD-169,European Union,EUN,Polycaprolactam/Polyamide-6 (PA6)/Nylon6 ,04/29/2009,10/19/2009,10/19/2009,A,A,10/20/2009,AVD,04/21/2010,04/21/2010,A,A,04/22/2010,AVD,IF,IF,AVD,8.00,23.90,G/ADP/N/202/CHN,.,Public Notice No.23/2009,Public Notice No.80/2009,8-23.9,Public Notice No.15/2010,8.0-23.9,.,MI,
Q4_2012,China,CHN-AD-171,CHN-AD-169,Russia,RUS,Polycaprolactam/Polyamide-6 (PA6)/Nylon6 ,04/29/2009,10/19/2009,10/19/2009,A,A,10/20/2009,AVD,04/21/2010,04/21/2010,A,A,04/22/2010,AVD,IF,IF,AVD,5.90,23.90,G/ADP/N/202/CHN,.,Public Notice No.23/2009,Public Notice No.80/2009,5.9-23.9,Public Notice No.15/2010,5.9-23.9,.,MI,
Q4_2012,China,CHN-AD-172,CHN-AD-169,Taiwan,TWN,Polycaprolactam/Polyamide-6 (PA6)/Nylon6 ,04/29/2009,10/19/2009,10/19/2009,A,A,10/20/2009,AVD,04/21/2010,04/21/2010,A,A,04/22/2010,AVD,IF,IF,AVD,4.00,23.90,G/ADP/N/202/CHN,.,Public Notice No.23/2009,Public Notice No.80/2009,4-23.9,Public Notice No.15/2010,4.0-4.3,.,MI,
Q4_2012,China,CHN-AD-173,CHN-AD-173,USA,USA,Grain Oriented Flat-rolled Electrical Steel,06/01/2009,12/10/2009,12/10/2009,A,A,12/11/2009,AVD,04/10/2010,04/10/2010,A,A,04/11/2010,AVD,IF,IF,AVD,7.80,64.80,G/ADP/N/202/CHN,CHN-CVD-1,Public Notice No.40/2009,Public Notice No.99/2009,10.7-25,Public Notice No.21/2010,7.8-64.8,.,MI,
Q4_2012,China,CHN-AD-174,CHN-AD-173,Russia,RUS,Grain Oriented Flat-rolled Electrical Steel,06/01/2009,12/10/2009,12/10/2009,A,A,12/11/2009,AVD,04/10/2010,04/10/2010,A,A,04/11/2010,AVD,IF,IF,AVD,6.30,24.00,G/ADP/N/202/CHN,.,Public Notice No.40/2009,Public Notice No.99/2009,4.6-25,Public Notice No.21/2010,6.3-24,.,MI,
Q4_2012,China,CHN-AD-175,CHN-AD-175,Saudi Arabia,SAU,Methanol or Methyl Alcohol,06/24/2009,10/25/2010,10/25/2010,N,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Public Notice No.35/2009,Public Notice No.71/2010,.,.,.,.,MI,
Q4_2012,China,CHN-AD-176,CHN-AD-175,Malaysia,MYS,Methanol or Methyl Alcohol,06/24/2009,10/25/2010,10/25/2010,A,A,10/28/2010,AVD,12/23/2010,12/23/2010,A,A,.,.,.,.,.,.,.,.,.,Public Notice No.35/2009,Public Notice No.71/2010,9.1-37.5,MI,MI,.,MI,no final measures temporarily; source: China's semi-annual report to the WTO 
Q4_2012,China,CHN-AD-177,CHN-AD-175,Indonesia,IDN,Methanol or Methyl Alcohol,06/24/2009,10/25/2010,10/25/2010,A,A,10/28/2010,AVD,12/23/2010,12/23/2010,A,A,.,.,.,.,.,.,.,.,.,Public Notice No.35/2009,Public Notice No.71/2010,9.1-32.5,MI,MI,.,MI,no final measures temporarily; source: China's semi-annual report to the WTO 
Q4_2012,China,CHN-AD-178,CHN-AD-175,New Zealand,NZL,Methanol or Methyl Alcohol,06/24/2009,10/25/2010,10/25/2010,A,A,10/28/2010,AVD,12/23/2010,12/23/2010,A,A,.,.,.,.,.,.,.,.,.,Public Notice No.35/2009,Public Notice No.71/2010,8.9-36.4,MI,MI,.,MI,no final measures temporarily; source: China's semi-annual report to the WTO 
Q4_2012,China,CHN-AD-179,CHN-AD-179,USA,USA,Broiler Products or Chicken Products,09/27/2009,02/05/2010,02/05/2010,A,A,02/13/2010,AVD,09/26/2010,09/26/2010,A,A,09/27/2010,AVD,IF,IF,AVD,50.30,105.40,G/ADP/N/209/CHN,CHN-CVD-2,Public Notice No.74/2009,Public Notice No.8/2010,43.1-105.4,Public Notice No.51/2010,50.3-105.4,.,MI,
Q4_2012,China,CHN-AD-180,CHN-AD-180,European Union,EUN,X-Ray Security Inspection Equipment,10/23/2009,06/09/2010,06/09/2010,A,A,06/10/2010,AVD,01/23/2011,01/23/2011,A,A,01/23/2011,AVD,IF,IF,AVD,33.50,71.80,G/ADP/N/216/CHN,.,Public Notice No.63/2009,Public Notice No.33/2010,48.2-71.8,Public Notice No.1/2011,71.8,.,MI,
Q4_2012,China,CHN-AD-181,CHN-AD-181,USA,USA,Saloon Cars and Cross-country Cars (of a Cylinder Capacity ≥ 2000cc),11/06/2009,04/02/2011,04/02/2011,A,A,.,.,05/05/2011,05/05/2011,A,A,12/15/2011,AVD,IF,IF,AVD,2.00,21.50,G/ADP/N/223/CHN,CHN-CVD-3,Public Notice No.83/2009,Public Notice No.13/2011,.,Public Notice No.20/2011,MI,.,MI,
Q4_2012,China,CHN-AD-182,CHN-AD-182,USA,USA,Dispersion Unshifted Single-Mode Optical Fiber,04/22/2010,02/09/2011,02/09/2011,A,A,02/18/2011,AVD,04/21/2011,04/21/2011,A,A,04/22/2011,AVD,IF,IF,AVD,4.70,18.60,G/ADP/N/216/CHN,.,Public Notice No.23/2010,Public Notice No.4/2011,18.6,Public Notice No.17/2011,18.6,.,MI,
Q4_2012,China,CHN-AD-183,CHN-AD-182,European Union,EUN,Dispersion Unshifted Single-Mode Optical Fiber,04/22/2010,02/09/2011,02/09/2011,A,A,02/18/2011,AVD,04/21/2011,04/21/2011,A,A,04/22/2011,AVD,IF,IF,AVD,12.90,29.10,G/ADP/N/216/CHN,.,Public Notice No.23/2010,Public Notice No.4/2011,29.1,Public Notice No.17/2011,29.1,.,MI,
Q4_2012,China,CHN-AD-184,CHN-AD-184,European Union,EUN,Caprolactam,04/22/2010,01/24/2011,01/24/2011,A,A,01/25/2011,AVD,10/18/2011,10/18/2011,A,A,10/22/2011,AVD,IF,IF,AVD,2.30,25.50,G/ADP/N/223/CHN,.,Public Notice No.24/2010,Public Notice No.3/2011,25.5,Public Notice No.68/2011,25.5,.,MI,
Q4_2012,China,CHN-AD-185,CHN-AD-184,USA,USA,Caprolactam,04/22/2010,01/24/2011,01/24/2011,A,A,01/25/2011,AVD,10/18/2011,10/18/2011,A,A,10/22/2011,AVD,IF,IF,AVD,2.20,24.20,G/ADP/N/223/CHN,.,Public Notice No.24/2010,Public Notice No.3/2011,24.2,Public Notice No.68/2011,24.2,.,MI,
Q4_2012,China,CHN-AD-186,CHN-AD-186,European Union,EUN,Photographic Paper and Paper Board,12/23/2010,08/10/2011,08/10/2011,A,A,08/10/2011,AVD,03/22/2012,03/22/2012,A,A,03/23/2012,AVD,IF,IF,AVD,17.50,19.40,G/ADP/N/230/CHN,.,Public Notice No.93/2010,Public Notice No.45/2011,26.8,Public Notice No.10/2012,19.4,.,MI,
