"","obsid","leadid","ccode","idacr","leader","startdate","enddate","bornin","died","eindate","eoutdate","entry","exit","exitcode","prevtimesinoffice","posttenurefate","gender","borndate","yrborn","deathdate","yrdied"
"1739","GRC-1950-3","A2.9-5215",350,"GRC","Plastiras","15/04/1950","21/08/1950","1883","1953",1950-04-15,1950-08-21,0,1,0,3,0,"M",NA,1883,NA,1953
"1740","GRC-1950-4","A2.9-5218",350,"GRC","S. Venizelos","21/08/1950","01/11/1951","1894","1964",1950-08-21,1951-11-01,0,1,0,1,0,"M",NA,1894,NA,1964
"1741","GRC-1951","A2.9-5221",350,"GRC","Plastiras","01/11/1951","11/10/1952","1883","1953",1951-11-01,1952-10-11,0,2.1,0,4,0,"M",NA,1883,NA,1953
"1742","GRC-1952-1","A2.9-5224",350,"GRC","Kiousopoulos","11/10/1952","19/11/1952","1892","1977",1952-10-11,1952-11-19,0,1,0,0,-666,"M",NA,1892,NA,1977
"1743","GRC-1952-2","A2.9-5227",350,"GRC","Papagos","19/11/1952","04/10/1955","1883","1955",1952-11-19,1955-10-04,0,2,0,0,-777,"M",NA,1883,NA,1955
"1744","GRC-1955-1","A2.9-5230",350,"GRC","Stephanopoulos","04/10/1955","06/10/1955","1898","1982",1955-10-04,1955-10-06,0,1,0,0,0,"M",NA,1898,NA,1982
"1745","GRC-1955-2","A2.9-5233",350,"GRC","Karamanlis","06/10/1955","05/03/1958","08/03/1907","22/04/1998",1955-10-06,1958-03-05,0,1,0,0,0,"M",1907-03-08,1907,1998-04-22,1998
"1746","GRC-1958-1","A2.9-5236",350,"GRC","Georgakopoulos","05/03/1958","17/05/1958","1890","1978",1958-03-05,1958-05-17,0,1,0,0,0,"M",NA,1890,NA,1978
"1747","GRC-1958-2","A2.9-5239",350,"GRC","Karamanlis","17/05/1958","20/09/1961","08/03/1907","22/04/1998",1958-05-17,1961-09-20,0,1,0,1,0,"M",1907-03-08,1907,1998-04-22,1998
"1748","GRC-1961-1","A2.9-5242",350,"GRC","Dovas","20/09/1961","04/11/1961","1898","1973",1961-09-20,1961-11-04,0,1,0,0,0,"M",NA,1898,NA,1973
"1749","GRC-1961-2","A2.9-5245",350,"GRC","Karamanlis","04/11/1961","11/06/1963","08/03/1907","22/04/1998",1961-11-04,1963-06-11,0,1,0,2,1,"M",1907-03-08,1907,1998-04-22,1998
"1750","GRC-1963-1","A2.9-5248",350,"GRC","Pipinelis","17/06/1963","29/09/1963","1899","1970",1963-06-17,1963-09-29,0,1,0,0,0,"M",NA,1899,NA,1970
"1751","GRC-1963-2","A2.9-5251",350,"GRC","Mavromichalis","29/09/1963","08/11/1963","1900","1981",1963-09-29,1963-11-08,0,1,0,0,0,"M",NA,1900,NA,1981
"1752","GRC-1963-3","A2.9-5254",350,"GRC","G. Papandreou","08/11/1963","24/12/1963","13/02/1888","01/11/1968",1963-11-08,1963-12-24,0,1,0,1,0,"M",1888-02-13,1888,1968-11-01,1968
"1753","GRC-1963-4","A2.9-5257",350,"GRC","Paraskevopoulos","31/12/1963","18/02/1964","1900","1984",1963-12-31,1964-02-18,0,1,0,0,0,"M",NA,1900,NA,1984
"1754","GRC-1964","A2.9-5260",350,"GRC","G. Papandreou","18/02/1964","15/07/1965","13/02/1888","01/11/1968",1964-02-18,1965-07-15,0,3,8,2,0,"M",1888-02-13,1888,1968-11-01,1968
"1755","GRC-1965-1","A2.9-5263",350,"GRC","Athaniadis-Novas","15/07/1965","05/08/1965","1893","1987",1965-07-15,1965-08-05,1,1,0,0,0,"M",NA,1893,NA,1987
"1756","GRC-1965-2","A2.9-5266",350,"GRC","Tsirimokos","20/08/1965","29/08/1965","1907","1968",1965-08-20,1965-08-29,0,1,0,0,0,"M",NA,1907,NA,1968
"1757","GRC-1965-3","A2.9-5269",350,"GRC","Stephanopoulos","17/09/1965","22/12/1966","1898","1982",1965-09-17,1966-12-22,0,1,0,1,2,"M",NA,1898,NA,1982
"1758","GRC-1966","A2.9-5272",350,"GRC","Paraskevopoulos","22/12/1966","30/03/1967","1900","1984",1966-12-22,1967-03-30,0,1,0,1,0,"M",NA,1900,NA,1984
"1759","GRC-1967-1","A2.9-5275",350,"GRC","Kanellopoulos","03/04/1967","21/04/1967","13/12/1902","11/09/1986",1967-04-03,1967-04-21,0,3,6,1,2,"M",1902-12-13,1902,1986-09-11,1986
"1760","GRC-1967-2","A2.9-5278",350,"GRC","Kollias","21/04/1967","13/12/1967","1901","1998",1967-04-21,1967-12-13,1,3,6,0,1,"M",NA,1901,NA,1998
"1761","GRC-1967-3","A2.9-5281",350,"GRC","Papadopoulos","13/12/1967","25/11/1973","05/05/1919","27/06/1999",1967-12-13,1973-11-25,1,3,6,0,2,"M",1919-05-05,1919,1999-06-27,1999
"1762","GRC-1973","A2.9-5284",350,"GRC","Ionannides","25/11/1973","24/07/1974","13/03/1923","27/07/1999",1973-11-25,1974-07-24,1,1,0,0,2,"M",1923-03-13,1923,1999-07-27,1999
"1763","GRC-1974","A2.9-5287",350,"GRC","Karamanlis","24/07/1974","09/05/1980","08/03/1907","22/04/1998",1974-07-24,1980-05-09,0,1,0,3,0,"M",1907-03-08,1907,1998-04-22,1998
"1764","GRC-1980","A2.9-5290",350,"GRC","Rallis","09/05/1980","21/10/1981","26/12/1918","15/03/2006",1980-05-09,1981-10-21,0,1,0,0,0,"M",1918-12-26,1918,2006-03-15,2006
"1765","GRC-1981","A2.9-5293",350,"GRC","A. Papandreou","21/10/1981","02/07/1989","05/02/1919","23/06/1996",1981-10-21,1989-07-02,0,1,0,0,0,"M",1919-02-05,1919,1996-06-23,1996
"1766","GRC-1989-1","A2.9-5296",350,"GRC","Tzannetakis","02/07/1989","11/10/1989","1927","-777",1989-07-02,1989-10-11,0,1,0,0,0,"M",NA,1927,NA,-777
"1767","GRC-1989-2","A2.9-5299",350,"GRC","Grivas","11/10/1989","23/11/1989","1923","-777",1989-10-11,1989-11-23,0,1,0,0,0,"M",NA,1923,NA,-777
"1768","GRC-1989-3","A2.9-5302",350,"GRC","Zolotas","28/11/1989","10/04/1990","1904","2004",1989-11-28,1990-04-10,0,1,0,0,0,"M",NA,1904,NA,2004
"1769","GRC-1990","A2.9-5305",350,"GRC","Mitsotakis","11/04/1990","13/10/1993","1918","-777",1990-04-11,1993-10-13,0,1,0,0,0,"M",NA,1918,NA,-777
"1770","GRC-1993","A2.9-5308",350,"GRC","A. Papandreou","13/10/1993","20/11/1995","05/02/1919","23/06/1996",1993-10-13,1995-11-20,0,2.1,0,1,-777,"M",1919-02-05,1919,1996-06-23,1996
"1771","GRC-1995","A2.9-5311",350,"GRC","Tsokhatzopulos","20/11/1995","22/01/1996","1939","-777",1995-11-20,1996-01-22,0,1,0,0,0,"M",NA,1939,NA,-777
"1772","GRC-1996","A2.9-5314",350,"GRC","Simitis","22/01/1996","10/03/2004","1936","-777",1996-01-22,2004-03-10,0,1,0,0,0,"M",NA,1936,NA,-777
"1773","GRC-2004","A2.9-5317",350,"GRC","Konstantinos Karamanlis","10/03/2004","31/12/2004","1956","-777",2004-03-10,2004-12-31,0,-888,0,0,-888,"M",NA,1956,NA,-777
"1774","CYP-1960","A2.9-5320",352,"CYP","Makarios","16/08/1960","15/07/1974","13/08/1913","03/08/1977",1960-08-16,1974-07-15,0,3,5,0,1,"M",1913-08-13,1913,1977-08-03,1977
"1775","CYP-1974-1","A2.9-5323",352,"CYP","Sampson","16/07/1974","23/07/1974","1935","2001",1974-07-16,1974-07-23,1,3,111,0,2,"M",NA,1935,NA,2001
"1776","CYP-1974-2","A2.9-5326",352,"CYP","Clerides","23/07/1974","07/12/1974","24/04/1919","-777",1974-07-23,1974-12-07,0,1,0,0,0,"M",1919-04-24,1919,NA,-777
"1777","CYP-1974-3","A2.9-5329",352,"CYP","Makarios","07/12/1974","03/08/1977","13/08/1913","03/08/1977",1974-12-07,1977-08-03,0,2,0,1,-777,"M",1913-08-13,1913,1977-08-03,1977
"1778","CYP-1977","A2.9-5332",352,"CYP","Kyprianou","03/08/1977","28/02/1988","28/10/1932","12/03/2002",1977-08-03,1988-02-28,0,1,0,0,0,"M",1932-10-28,1932,2002-03-12,2002
"1779","CYP-1988","A2.9-5335",352,"CYP","Vassiliou","28/02/1988","28/02/1993","1931","-777",1988-02-28,1993-02-28,0,1,0,0,0,"M",NA,1931,NA,-777
"1780","CYP-1993","A2.9-5338",352,"CYP","Clerides","28/02/1993","28/02/2003","24/04/1919","-777",1993-02-28,2003-02-28,0,1,0,1,0,"M",1919-04-24,1919,NA,-777
"1781","CYP-2003","A2.9-5341",352,"CYP","Tassos Nikolaou Papadopoulos","28/02/2003","31/12/2004","1934","-777",2003-02-28,2004-12-31,0,-888,0,0,-888,"M",NA,1934,NA,-777
"1782","BUL-1887","A2.9-5344",355,"BUL","Ferdinand I","07/08/1887","03/10/1918","26/02/1861","10/09/1948",1887-08-07,1918-10-03,0,1,0,0,1,"M",1861-02-26,1861,1948-09-10,1948
"1783","BUL-1918","A2.9-5347",355,"BUL","Boris III","03/10/1918","29/08/1943","30/01/1894","29/08/1943",1918-10-03,1943-08-29,0,2,0,0,-777,"M",1894-01-30,1894,1943-08-29,1943
"1784","BUL-1943","A2.9-5350",355,"BUL","Cyril","29/08/1943","09/09/1944","1895","1945",1943-08-29,1944-09-09,0,3,3,0,3,"M",NA,1895,NA,1945
"1785","BUL-1944","A2.9-5353",355,"BUL","Georgiev","09/09/1944","23/11/1946","1882","1968",1944-09-09,1946-11-23,1,1,0,0,0,"M",NA,1882,NA,1968
"1786","BUL-1946","A2.9-5356",355,"BUL","Dimitrov","23/11/1946","02/07/1949","30/06/1882","02/07/1949",1946-11-23,1949-07-02,0,2,0,0,-777,"M",1882-06-30,1882,1949-07-02,1949
"1787","BUL-1949","A2.9-5359",355,"BUL","Kolarov","20/07/1949","23/01/1950","28/07/1877","23/01/1950",1949-07-20,1950-01-23,0,2,0,0,-777,"M",1877-07-28,1877,1950-01-23,1950
"1788","BUL-1950","A2.9-5362",355,"BUL","Chervenkov","01/02/1950","16/04/1956","06/09/1900","21/10/1980",1950-02-01,1956-04-16,0,1,0,0,0,"M",1900-09-06,1900,1980-10-21,1980
"1789","BUL-1956","A2.9-5365",355,"BUL","Zhivkov","16/04/1956","10/11/1989","1911","1998",1956-04-16,1989-11-10,0,1,0,0,2,"M",NA,1911,NA,1998
"1790","BUL-1989","A2.9-5368",355,"BUL","Mladenov","10/11/1989","06/07/1990","22/08/1936","31/05/2000",1989-11-10,1990-07-06,0,1,0,0,0,"M",1936-08-22,1936,2000-05-31,2000
"1791","BUL-1990-1","A2.9-5371",355,"BUL","Lukanov","06/07/1990","07/12/1990","26/09/1938","02/10/1996",1990-07-06,1990-12-07,0,1,0,0,0,"M",1938-09-26,1938,1996-10-02,1996
"1792","BUL-1990-2","A2.9-5374",355,"BUL","Popov","07/12/1990","08/11/1991","1927","-777",1990-12-07,1991-11-08,0,1,0,0,-666,"M",NA,1927,NA,-777
"1793","BUL-1991","A2.9-5377",355,"BUL","Dimitrov","08/11/1991","30/12/1992","31/03/1955","-777",1991-11-08,1992-12-30,0,1,0,0,0,"M",1955-03-31,1955,NA,-777
"1794","BUL-1992","A2.9-5380",355,"BUL","Berov","30/12/1992","17/10/1994","1925","2006",1992-12-30,1994-10-17,0,1,0,0,0,"M",NA,1925,NA,2006
"1795","BUL-1994","A2.9-5383",355,"BUL","Indzhova","17/10/1994","25/01/1995","1953","-777",1994-10-17,1995-01-25,0,1,0,0,0,"F",NA,1953,NA,-777
"1796","BUL-1995","A2.9-5386",355,"BUL","Videnov","25/01/1995","13/02/1997","1959","-777",1995-01-25,1997-02-13,0,1,0,0,0,"M",NA,1959,NA,-777
"1797","BUL-1997-1","A2.9-5389",355,"BUL","Sofiyanski","13/02/1997","21/05/1997","1951","-777",1997-02-13,1997-05-21,0,1,0,0,0,"M",NA,1951,NA,-777
"1798","BUL-1997-2","A2.9-5392",355,"BUL","Kostov","21/05/1997","21/07/2001","1949","-777",1997-05-21,2001-07-21,0,1,0,0,0,"M",NA,1949,NA,-777
"1799","BUL-2001","A2.9-5395",355,"BUL","Saksgoburggotski","24/07/2001","31/12/2004","1937","-777",2001-07-24,2004-12-31,0,-888,0,0,-888,"M",NA,1937,NA,-777
"1800","MLD-1990","A2.9-5398",359,"MLD","Snegur","03/09/1990","15/01/1997","1940","-777",1990-09-03,1997-01-15,0,1,0,0,0,"M",NA,1940,NA,-777
"1801","MLD-1997","A2.9-5401",359,"MLD","Lucinschi","15/01/1997","07/04/2001","27/01/1940","-777",1997-01-15,2001-04-07,0,1,0,0,0,"M",1940-01-27,1940,NA,-777
"1802","MLD-2001","A2.9-5404",359,"MLD","Tarlev","07/04/2001","31/12/2004","1963","-777",2001-04-07,2004-12-31,0,-888,0,0,-888,"M",NA,1963,NA,-777
"1803","RUM-1866","A2.9-5407",360,"RUM","Carol I","22/05/1866","10/10/1914","1839","1914",1866-05-22,1914-10-10,0,2,0,0,-777,"M",NA,1839,NA,1914
"1804","RUM-1914","A2.9-5410",360,"RUM","Ferdinand I","11/10/1914","21/07/1927","1865","1927",1914-10-11,1927-07-21,0,2,0,0,-777,"M",NA,1865,NA,1927
"1805","RUM-1927","A2.9-5413",360,"RUM","Nicholas","21/07/1927","08/06/1930","1903","1978",1927-07-21,1930-06-08,0,1,0,0,1,"M",NA,1903,NA,1978
"1806","RUM-1930","A2.9-5416",360,"RUM","Carol II","08/06/1930","06/09/1940","1893","1953",1930-06-08,1940-09-06,1,3,6,0,1,"M",NA,1893,NA,1953
"1807","RUM-1940","A2.9-5419",360,"RUM","Antonescu","06/09/1940","23/08/1944","15/06/1882","01/06/1946",1940-09-06,1944-08-23,1,3,8,0,2,"M",1882-06-15,1882,1946-06-01,1946
"1808","RUM-1944","A2.9-5422",360,"RUM","Michael","23/08/1944","30/12/1947","1921","-777",1944-08-23,1947-12-30,1,3,7,0,1,"M",NA,1921,NA,-777
"1809","RUM-1947","A2.9-5425",360,"RUM","Georghiu-Dej","30/12/1947","19/03/1965","08/11/1901","19/03/1965",1947-12-30,1965-03-19,1,2,0,0,-777,"M",1901-11-08,1901,1965-03-19,1965
"1810","RUM-1965","A2.9-5428",360,"RUM","Ceausescu","22/03/1965","25/12/1989","26/01/1918","25/12/1989",1965-03-22,1989-12-25,0,3,2,0,3,"M",1918-01-26,1918,1989-12-25,1989
"1811","RUM-1989","A2.9-5431",360,"RUM","Roman","26/12/1989","01/10/1991","1946","-777",1989-12-26,1991-10-01,0,1,0,0,0,"M",NA,1946,NA,-777
"1812","RUM-1991","A2.9-5434",360,"RUM","Stolojan","01/10/1991","04/11/1992","1943","-777",1991-10-01,1992-11-04,0,1,0,0,0,"M",NA,1943,NA,-777
"1813","RUM-1992","A2.9-5437",360,"RUM","Vacariou","04/11/1992","12/12/1996","1943","-777",1992-11-04,1996-12-12,0,1,0,0,0,"M",NA,1943,NA,-777
"1814","RUM-1996","A2.9-5440",360,"RUM","Ciorbea","12/12/1996","30/03/1998","1954","-777",1996-12-12,1998-03-30,0,1,0,0,0,"M",NA,1954,NA,-777
"1815","RUM-1998-1","A2.9-5443",360,"RUM","Dejeu","30/03/1998","15/04/1998","1932","-777",1998-03-30,1998-04-15,0,1,0,0,0,"M",NA,1932,NA,-777
"1816","RUM-1998-2","A2.9-5446",360,"RUM","Vasile","15/04/1998","14/12/1999","1942","-777",1998-04-15,1999-12-14,0,1,0,0,0,"M",NA,1942,NA,-777
"1817","RUM-1999-1","A2.9-5449",360,"RUM","Athanasiu","14/12/1999","22/12/1999","1955","-777",1999-12-14,1999-12-22,0,1,0,0,0,"M",NA,1955,NA,-777
"1818","RUM-1999-2","A2.9-5452",360,"RUM","Isarescu","22/12/1999","28/12/2000","1949","-777",1999-12-22,2000-12-28,0,1,0,0,0,"M",NA,1949,NA,-777
"1819","RUM-2000","A2.9-5455",360,"RUM","A. Nastase","28/12/2000","21/12/2004","1950","-777",2000-12-28,2004-12-21,0,1,0,0,-999,"M",NA,1950,NA,-777
"1820","RUM-2004-1","A2.9-5458",360,"RUM","Eugen Bejinariu","21/12/2004","29/12/2004","1959","-777",2004-12-21,2004-12-29,0,1,0,0,-999,"M",NA,1959,NA,-777
"1821","RUM-2004-2","A2.9-5461",360,"RUM","Traian Basescu","29/12/2004","31/12/2004","04/11/1951","-777",2004-12-29,2004-12-31,0,-888,0,0,-888,"M",1951-11-04,1951,NA,-777
"1822","RUS-1855","A2.9-5464",364,"RUS","Alexander II","02/03/1855","13/03/1881","20/04/1818","13/03/1881",1855-03-02,1881-03-13,0,3,-999,0,3,"M",1818-04-20,1818,1881-03-13,1881
"1823","RUS-1881","A2.9-5467",364,"RUS","Alexander III","13/03/1881","01/11/1894","1845","01/11/1894",1881-03-13,1894-11-01,0,2,0,0,-777,"M",NA,1845,1894-11-01,1894
"1824","RUS-1894","A2.9-5470",364,"RUS","Nicholas II","01/11/1894","06/11/1917","18/05/1868","16/07/1918",1894-11-01,1917-11-06,0,3,-999,0,2,"M",1868-05-18,1868,1918-07-16,1918
"1825","RUS-1917","A2.9-5473",364,"RUS","Lenin","07/11/1917","10/03/1923","22/04/1870","21/01/1924",1917-11-07,1923-03-10,1,2,0,0,-777,"M",1870-04-22,1870,1924-01-21,1924
"1826","RUS-1923","A2.9-5476",364,"RUS","Stalin","10/03/1923","05/03/1953","21/12/1879","05/03/1953",1923-03-10,1953-03-05,0,2,0,0,-777,"M",1879-12-21,1879,1953-03-05,1953
"1827","RUS-1953-1","A2.9-5479",364,"RUS","Malenkov","06/03/1953","20/03/1953","21/01/1902","14/01/1988",1953-03-06,1953-03-20,0,1,0,0,0,"M",1902-01-21,1902,1988-01-14,1988
"1828","RUS-1953-2","A2.9-5482",364,"RUS","Khrushchev","20/03/1953","15/10/1964","15/04/1894","11/09/1971",1953-03-20,1964-10-15,0,1,0,0,0,"M",1894-04-15,1894,1971-09-11,1971
"1829","RUS-1964","A2.9-5485",364,"RUS","Brezhnev","15/10/1964","10/11/1982","19/12/1906","10/11/1982",1964-10-15,1982-11-10,0,2,0,0,-777,"M",1906-12-19,1906,1982-11-10,1982
"1830","RUS-1982","A2.9-5488",364,"RUS","Andropov","10/11/1982","09/02/1984","15/06/1914","09/02/1984",1982-11-10,1984-02-09,0,2,0,0,-777,"M",1914-06-15,1914,1984-02-09,1984
"1831","RUS-1984","A2.9-5491",364,"RUS","Chernenko","13/02/1984","10/03/1985","24/09/1911","10/03/1985",1984-02-13,1985-03-10,0,2,0,0,-777,"M",1911-09-24,1911,1985-03-10,1985
"1832","RUS-1985","A2.9-5494",364,"RUS","Gorbachev","11/03/1985","21/08/1991","02/03/1931","-777",1985-03-11,1991-08-21,0,3,6,0,0,"M",1931-03-02,1931,NA,-777
"1833","RUS-1991","A2.9-5497",364,"RUS","Yeltsin","21/08/1991","31/12/1999","01/02/1931","23/04/2007",1991-08-21,1999-12-31,0,1,0,0,0,"M",1931-02-01,1931,2007-04-23,2007
"1834","RUS-2000","A2.9-5500",365,"RUS","Putin","01/01/2000","31/12/2004","07/10/1952","-777",2000-01-01,2004-12-31,0,-888,0,0,-888,"M",1952-10-07,1952,NA,-777
"1835","EST-1918","A2.9-5503",366,"EST","Pats","24/02/1918","08/05/1919","23/02/1874","18/01/1956",1918-02-24,1919-05-08,0,1,0,0,0,"M",1874-02-23,1874,1956-01-18,1956
"1836","EST-1919-1","A2.9-5506",366,"EST","Strandman","19/05/1919","13/11/1919","30/11/1875","1941",1919-05-19,1919-11-13,0,1,0,0,0,"M",1875-11-30,1875,NA,1941
"1837","EST-1919-2","A2.9-5509",366,"EST","Tonisson","13/11/1919","27/10/1920","22/12/1868","1941",1919-11-13,1920-10-27,0,1,0,0,0,"M",1868-12-22,1868,NA,1941
"1838","EST-1920","A2.9-5512",366,"EST","Piip","27/10/1920","04/01/1921","1884","1942",1920-10-27,1921-01-04,0,1,0,0,0,"M",NA,1884,NA,1942
"1839","EST-1921","A2.9-5515",366,"EST","Pats","25/01/1921","23/10/1922","23/02/1874","18/01/1956",1921-01-25,1922-10-23,0,1,0,1,0,"M",1874-02-23,1874,1956-01-18,1956
"1840","EST-1922","A2.9-5518",366,"EST","Kukk","23/10/1922","02/08/1923","1885","1945",1922-10-23,1923-08-02,0,1,0,0,0,"M",NA,1885,NA,1945
"1841","EST-1923","A2.9-5521",366,"EST","Pats","02/08/1923","28/03/1924","23/02/1874","18/01/1956",1923-08-02,1924-03-28,0,1,0,2,0,"M",1874-02-23,1874,1956-01-18,1956
"1842","EST-1924-1","A2.9-5524",366,"EST","Akel","28/03/1924","10/12/1924","1871","1941",1924-03-28,1924-12-10,0,1,0,0,0,"M",NA,1871,NA,1941
"1843","EST-1924-2","A2.9-5527",366,"EST","Jaakson","17/12/1924","16/12/1925","1870","1942",1924-12-17,1925-12-16,0,1,0,0,0,"M",NA,1870,NA,1942
"1844","EST-1925","A2.9-5530",366,"EST","Teemant","16/12/1925","22/02/1927","24/09/1872","1941",1925-12-16,1927-02-22,0,1,0,0,0,"M",1872-09-24,1872,NA,1941
"1845","EST-1927-1","A2.9-5533",366,"EST","Uluots","22/02/1927","22/11/1927","1890","1945",1927-02-22,1927-11-22,0,1,0,0,0,"M",NA,1890,NA,1945
"1846","EST-1927-2","A2.9-5536",366,"EST","Tonisson","10/12/1927","19/11/1928","22/12/1868","1941",1927-12-10,1928-11-19,0,1,0,1,0,"M",1868-12-22,1868,NA,1941
"1847","EST-1928","A2.9-5539",366,"EST","Rei","19/11/1928","03/07/1929","22/03/1886","1963",1928-11-19,1929-07-03,0,1,0,0,0,"M",1886-03-22,1886,NA,1963
"1848","EST-1929","A2.9-5542",366,"EST","Strandman","10/07/1929","03/02/1931","30/11/1875","1941",1929-07-10,1931-02-03,0,1,0,1,0,"M",1875-11-30,1875,NA,1941
"1849","EST-1931","A2.9-5545",366,"EST","Pats","12/02/1931","29/01/1932","23/02/1874","18/01/1956",1931-02-12,1932-01-29,0,1,0,3,0,"M",1874-02-23,1874,1956-01-18,1956
"1850","EST-1932-1","A2.9-5548",366,"EST","Teemant","18/02/1932","20/06/1932","24/09/1872","1941",1932-02-18,1932-06-20,0,1,0,1,0,"M",1872-09-24,1872,NA,1941
"1851","EST-1932-2","A2.9-5551",366,"EST","Einbund","19/07/1932","30/10/1932","1888","1942",1932-07-19,1932-10-30,0,1,0,0,0,"M",NA,1888,NA,1942
"1852","EST-1932-3","A2.9-5554",366,"EST","Pats","01/11/1932","26/04/1933","23/02/1874","18/01/1956",1932-11-01,1933-04-26,0,1,0,4,0,"M",1874-02-23,1874,1956-01-18,1956
"1853","EST-1933-1","A2.9-5557",366,"EST","Tonisson","17/05/1933","17/10/1933","22/12/1868","1941",1933-05-17,1933-10-17,0,1,0,2,0,"M",1868-12-22,1868,NA,1941
"1854","EST-1933-2","A2.9-5560",366,"EST","Pats","21/10/1933","23/07/1940","23/02/1874","18/01/1956",1933-10-21,1940-07-23,0,4,9,5,2,"M",1874-02-23,1874,1956-01-18,1956
"1855","EST-1940","A2.9-5563",366,"EST","Vares","23/07/1940","25/08/1940","12/01/1890","1946",1940-07-23,1940-08-25,2,4,9,0,0,"M",1890-01-12,1890,NA,1946
"1856","EST-1991","A2.9-5566",366,"EST","Savisaar","06/09/1991","23/01/1992","1950","-777",1991-09-06,1992-01-23,0,1,0,0,0,"M",NA,1950,NA,-777
"1857","EST-1992-1","A2.9-5569",366,"EST","Vahi","30/01/1992","08/10/1992","10/1/1947","-777",1992-01-30,1992-10-08,0,1,0,0,0,"M",1947-01-10,1947,NA,-777
"1858","EST-1992-2","A2.9-5572",366,"EST","Laar","28/10/1992","08/11/1994","22/04/1960","-777",1992-10-28,1994-11-08,0,1,0,0,0,"M",1960-04-22,1960,NA,-777
"1859","EST-1994","A2.9-5575",366,"EST","Tarand","08/11/1994","17/04/1995","1940","-777",1994-11-08,1995-04-17,0,1,0,0,0,"M",NA,1940,NA,-777
"1860","EST-1995","A2.9-5578",366,"EST","Vahi","17/04/1995","17/03/1997","10/1/1947","-777",1995-04-17,1997-03-17,0,1,0,1,0,"M",1947-01-10,1947,NA,-777
"1861","EST-1997","A2.9-5581",366,"EST","Siimann","17/03/1997","25/03/1999","1946","-777",1997-03-17,1999-03-25,0,1,0,0,0,"M",NA,1946,NA,-777
"1862","EST-1999","A2.9-5584",366,"EST","Laar","25/03/1999","28/01/2002","22/04/1960","-777",1999-03-25,2002-01-28,0,1,0,1,0,"M",1960-04-22,1960,NA,-777
"1863","EST-2002","A2.9-5587",366,"EST","Kallas","28/01/2002","10/04/2003","1948","-777",2002-01-28,2003-04-10,0,1,0,0,0,"M",NA,1948,NA,-777
"1864","EST-2003","A2.9-5590",366,"EST","Parts","10/04/2003","31/12/2004","1966","-777",2003-04-10,2004-12-31,0,-888,0,0,-888,"M",NA,1966,NA,-777
"1865","LAT-1918","A2.9-5593",367,"LAT","Ulmanis","17/11/1918","21/04/1919","04/09/1877","1942",1918-11-17,1919-04-21,1,1,0,0,0,"M",1877-09-04,1877,NA,1942
"1866","LAT-1919-1","A2.9-5596",367,"LAT","Oskars Borkovskis","21/04/1919","26/04/1919","1872","1945",1919-04-21,1919-04-26,2,-666,0,0,-666,"M",NA,1872,NA,1945
"1867","LAT-1919-2","A2.9-5599",367,"LAT","Andrievs Niedra","26/04/1919","28/06/1919","08/02/1871","25/09/1942",1919-04-26,1919-06-28,2,3,4,0,1,"M",1871-02-08,1871,1942-09-25,1942
"1868","LAT-1919-3","A2.9-5602",367,"LAT","Ulmanis","14/07/1919","17/06/1921","04/09/1877","1942",1919-07-14,1921-06-17,0,1,0,1,0,"M",1877-09-04,1877,NA,1942
"1869","LAT-1921","A2.9-5605",367,"LAT","Meierovics","17/06/1921","31/01/1923","1887","1925",1921-06-17,1923-01-31,0,1,0,0,0,"M",NA,1887,NA,1925
"1870","LAT-1923-1","A2.9-5608",367,"LAT","Pauluks","31/01/1923","27/06/1923","1865","1937",1923-01-31,1923-06-27,0,1,0,0,-666,"M",NA,1865,NA,1937
"1871","LAT-1923-2","A2.9-5611",367,"LAT","Meierovics","28/06/1923","26/01/1924","1887","1925",1923-06-28,1924-01-26,0,1,0,1,0,"M",NA,1887,NA,1925
"1872","LAT-1924-1","A2.9-5614",367,"LAT","Zamuelis","27/01/1924","18/12/1924","22/05/1872","1948",1924-01-27,1924-12-18,0,1,0,0,-666,"M",1872-05-22,1872,NA,1948
"1873","LAT-1924-2","A2.9-5617",367,"LAT","Celmins","19/12/1924","25/12/1925","1877","1941",1924-12-19,1925-12-25,0,1,0,0,0,"M",NA,1877,NA,1941
"1874","LAT-1925","A2.9-5620",367,"LAT","Ulmanis","25/12/1925","06/05/1926","04/09/1877","1942",1925-12-25,1926-05-06,0,1,0,2,0,"M",1877-09-04,1877,NA,1942
"1875","LAT-1926-1","A2.9-5623",367,"LAT","Alberings","07/05/1926","17/12/1926","26/12/1876","1934",1926-05-07,1926-12-17,0,1,0,0,0,"M",1876-12-26,1876,NA,1934
"1876","LAT-1926-2","A2.9-5626",367,"LAT","Skujenieks","17/12/1926","21/01/1928","23/06/1886","1941",1926-12-17,1928-01-21,0,1,0,0,0,"M",1886-06-23,1886,NA,1941
"1877","LAT-1928-1","A2.9-5629",367,"LAT","Juresevskis","21/01/1928","13/11/1928","1872","1945",1928-01-21,1928-11-13,0,1,0,0,-666,"M",NA,1872,NA,1945
"1878","LAT-1928-2","A2.9-5632",367,"LAT","Celmins","01/12/1928","03/03/1931","1877","1941",1928-12-01,1931-03-03,0,1,0,1,0,"M",NA,1877,NA,1941
"1879","LAT-1931-1","A2.9-5635",367,"LAT","Ulmanis","24/03/1931","04/11/1931","04/09/1877","1942",1931-03-24,1931-11-04,0,1,0,3,0,"M",1877-09-04,1877,NA,1942
