"","year","ccode","polity2","democ"
"6885",2000,702,-1,2
"6886",2000,713,9,9
"6887",2000,510,-1,2
"6888",2000,800,9,9
"6889",2000,701,-9,0
"6890",2000,461,-2,1
"6891",2000,52,10,10
"6892",2000,616,-3,1
"6893",2000,640,7,8
"6894",2000,696,-8,0
"6895",2000,500,-4,0
"6896",2000,200,10,10
"6897",2000,369,6,6
"6898",2000,165,10,10
"6899",2000,2,10,10
"6900",2000,704,-9,0
"6901",2000,101,7,7
"6902",2000,818,-7,0
"6903",2000,679,-2,1
"6904",2000,347,7,7
"6905",2000,490,0,-77
"6906",2000,551,1,3
"6907",2000,552,-3,1
"6908",2001,700,NA,-66
"6909",2001,339,5,6
"6910",2001,615,-3,1
"6911",2001,540,-3,1
"6912",2001,160,8,8
"6913",2001,371,5,6
"6914",2001,900,10,10
"6915",2001,305,10,10
"6916",2001,373,-7,0
"6917",2001,692,-8,0
"6918",2001,211,10,10
"6919",2001,434,6,6
"6920",2001,439,0,2
"6921",2001,760,-10,0
"6922",2001,370,-7,0
"6923",2001,771,6,6
"6924",2001,145,9,9
"6925",2001,346,NA,-66
"6926",2001,571,8,8
"6927",2001,140,8,8
"6928",2001,516,0,-88
"6929",2001,355,9,9
"6930",2001,811,2,3
"6931",2001,20,10,10
"6932",2001,471,-4,1
"6933",2001,402,10,10
"6934",2001,482,5,5
"6935",2001,483,-2,1
"6936",2001,155,9,9
"6937",2001,710,-7,0
"6938",2001,100,7,7
"6939",2001,581,0,2
"6940",2001,484,-5,0
"6941",2001,94,10,10
"6942",2001,344,8,8
"6943",2001,40,-7,0
"6944",2001,352,10,10
"6945",2001,315,10,10
"6946",2001,390,10,10
"6947",2001,522,2,3
"6948",2001,42,8,8
"6949",2001,130,6,6
"6950",2001,651,-6,0
"6951",2001,411,-5,0
"6952",2001,531,-7,0
"6953",2001,366,9,9
"6954",2001,529,1,3
"6955",2001,375,10,10
"6956",2001,950,5,6
"6957",2001,220,9,9
"6958",2001,481,-4,0
"6959",2001,420,-5,0
"6960",2001,452,6,7
"6961",2001,255,10,10
"6962",2001,404,5,5
"6963",2001,350,10,10
"6964",2001,372,5,5
"6965",2001,90,8,8
"6966",2001,438,-1,1
"6967",2001,110,6,6
"6968",2001,41,-2,1
"6969",2001,91,7,7
"6970",2001,310,10,10
"6971",2001,750,9,9
"6972",2001,850,6,7
"6973",2001,205,10,10
"6974",2001,630,3,4
"6975",2001,645,-9,0
"6976",2001,666,10,10
"6977",2001,325,10,10
"6978",2001,437,4,5
"6979",2001,51,9,9
"6980",2001,663,-2,2
"6981",2001,740,10,10
"6982",2001,501,-2,2
"6983",2001,690,-7,0
"6984",2001,703,-3,1
"6985",2001,705,-4,1
"6986",2001,812,-7,0
"6987",2001,367,8,8
"6988",2001,450,0,3
"6989",2001,660,NA,-66
"6990",2001,570,6,-88
"6991",2001,620,-7,0
"6992",2001,368,10,10
"6993",2001,212,10,10
"6994",2001,435,-6,0
"6995",2001,343,6,6
"6996",2001,580,7,7
"6997",2001,820,3,4
"6998",2001,590,10,10
"6999",2001,553,4,5
"7000",2001,70,8,8
"7001",2001,359,8,8
"7002",2001,432,6,6
"7003",2001,712,10,10
"7004",2001,600,-6,0
"7005",2001,775,-7,0
"7006",2001,541,5,5
"7007",2001,565,6,6
"7008",2001,790,6,7
"7009",2001,920,10,10
"7010",2001,93,8,8
"7011",2001,475,4,4
"7012",2001,436,5,6
"7013",2001,385,10,10
"7014",2001,210,10,10
"7015",2001,698,-9,0
"7016",2001,770,-6,0
"7017",2001,95,9,9
"7018",2001,150,7,7
"7019",2001,135,9,9
"7020",2001,840,8,8
"7021",2001,910,4,4
"7022",2001,290,9,9
"7023",2001,235,10,10
"7024",2001,731,-10,0
"7025",2001,694,-10,0
"7026",2001,732,8,8
"7027",2001,360,8,8
"7028",2001,365,6,6
"7029",2001,517,-4,0
"7030",2001,560,9,9
"7031",2001,92,7,7
"7032",2001,670,-10,0
"7033",2001,433,8,8
"7034",2001,451,2,-88
"7035",2001,830,-2,2
"7036",2001,317,9,9
"7037",2001,349,10,10
"7038",2001,940,0,-77
"7039",2001,520,0,-77
"7040",2001,230,10,10
"7041",2001,780,6,7
"7042",2001,625,-7,0
"7043",2001,115,5,6
"7044",2001,572,-9,0
"7045",2001,380,10,10
"7046",2001,225,10,10
"7047",2001,652,-7,0
"7048",2001,702,-1,2
"7049",2001,713,9,9
"7050",2001,510,-1,2
"7051",2001,800,9,9
"7052",2001,701,-9,0
"7053",2001,461,-2,1
"7054",2001,52,10,10
"7055",2001,616,-3,1
"7056",2001,640,7,8
"7057",2001,696,-8,0
"7058",2001,500,-4,0
"7059",2001,200,10,10
"7060",2001,369,6,6
"7061",2001,165,10,10
"7062",2001,2,10,10
"7063",2001,704,-9,0
"7064",2001,101,6,6
"7065",2001,818,-7,0
"7066",2001,679,-2,1
"7067",2001,347,7,7
"7068",2001,490,0,-77
"7069",2001,551,5,5
"7070",2001,552,-4,1
"7071",2002,700,NA,-66
"7072",2002,339,7,7
"7073",2002,615,-3,1
"7074",2002,540,-2,2
"7075",2002,160,8,8
"7076",2002,371,5,6
"7077",2002,900,10,10
"7078",2002,305,10,10
"7079",2002,373,-7,0
"7080",2002,692,-7,0
"7081",2002,211,10,10
"7082",2002,434,6,6
"7083",2002,439,0,2
"7084",2002,760,-10,0
"7085",2002,370,-7,0
"7086",2002,771,6,6
"7087",2002,145,9,9
"7088",2002,346,NA,-66
"7089",2002,571,8,8
"7090",2002,140,8,8
"7091",2002,516,2,-88
"7092",2002,355,9,9
"7093",2002,811,2,3
"7094",2002,20,10,10
"7095",2002,471,-4,1
"7096",2002,402,10,10
"7097",2002,482,5,5
"7098",2002,483,-2,1
"7099",2002,155,9,9
"7100",2002,710,-7,0
"7101",2002,100,7,7
"7102",2002,581,4,4
"7103",2002,484,-4,0
"7104",2002,94,10,10
"7105",2002,344,8,8
"7106",2002,40,-7,0
"7107",2002,352,10,10
"7108",2002,315,10,10
"7109",2002,390,10,10
"7110",2002,522,2,3
"7111",2002,42,8,8
"7112",2002,130,6,6
"7113",2002,651,-6,0
"7114",2002,411,-5,0
"7115",2002,531,-7,0
"7116",2002,366,9,9
"7117",2002,529,1,3
"7118",2002,860,6,6
"7119",2002,375,10,10
"7120",2002,950,5,6
"7121",2002,220,9,9
"7122",2002,481,-4,0
"7123",2002,420,-5,0
"7124",2002,452,6,7
"7125",2002,255,10,10
"7126",2002,404,5,5
"7127",2002,350,10,10
"7128",2002,372,5,5
"7129",2002,90,8,8
"7130",2002,438,-1,1
"7131",2002,110,6,6
"7132",2002,41,-2,1
"7133",2002,91,7,7
"7134",2002,310,10,10
"7135",2002,750,9,9
"7136",2002,850,6,7
"7137",2002,205,10,10
"7138",2002,630,3,4
"7139",2002,645,-9,0
"7140",2002,666,10,10
"7141",2002,325,10,10
"7142",2002,437,0,-77
"7143",2002,51,9,9
"7144",2002,663,-2,2
"7145",2002,740,10,10
"7146",2002,501,8,8
"7147",2002,690,-7,0
"7148",2002,703,-3,1
"7149",2002,705,-6,0
"7150",2002,812,-7,0
"7151",2002,367,8,8
"7152",2002,450,0,3
"7153",2002,660,NA,-66
"7154",2002,570,8,8
"7155",2002,620,-7,0
"7156",2002,368,10,10
"7157",2002,212,10,10
"7158",2002,435,-6,0
"7159",2002,343,9,9
"7160",2002,580,7,7
"7161",2002,820,3,4
"7162",2002,590,10,10
"7163",2002,553,4,5
"7164",2002,70,8,8
"7165",2002,359,8,8
"7166",2002,432,7,7
"7167",2002,712,10,10
"7168",2002,600,-6,0
"7169",2002,775,-7,0
"7170",2002,541,5,5
"7171",2002,565,6,6
"7172",2002,790,-6,1
"7173",2002,920,10,10
"7174",2002,93,8,8
"7175",2002,475,4,4
"7176",2002,436,5,6
"7177",2002,385,10,10
"7178",2002,210,10,10
"7179",2002,698,-8,0
"7180",2002,770,-5,0
"7181",2002,95,9,9
"7182",2002,150,7,7
"7183",2002,135,9,9
"7184",2002,840,8,8
"7185",2002,910,4,4
"7186",2002,290,10,10
"7187",2002,235,10,10
"7188",2002,731,-10,0
"7189",2002,694,-10,0
"7190",2002,732,8,8
"7191",2002,360,8,8
"7192",2002,365,6,6
"7193",2002,517,-4,0
"7194",2002,560,9,9
"7195",2002,92,7,7
"7196",2002,670,-10,0
"7197",2002,433,8,8
"7198",2002,451,5,5
"7199",2002,830,-2,2
"7200",2002,317,9,9
"7201",2002,349,10,10
"7202",2002,940,0,-77
"7203",2002,520,0,-77
"7204",2002,230,10,10
"7205",2002,780,6,7
"7206",2002,625,-6,0
"7207",2002,115,5,6
"7208",2002,572,-9,0
"7209",2002,380,10,10
"7210",2002,225,10,10
"7211",2002,652,-7,0
"7212",2002,702,-1,2
"7213",2002,713,9,9
"7214",2002,510,-1,2
"7215",2002,800,9,9
"7216",2002,701,-9,0
"7217",2002,461,-2,1
"7218",2002,52,10,10
"7219",2002,616,-4,1
"7220",2002,640,7,8
"7221",2002,696,-8,0
"7222",2002,500,-4,0
"7223",2002,200,10,10
"7224",2002,369,6,6
"7225",2002,165,10,10
"7226",2002,2,10,10
"7227",2002,704,-9,0
"7228",2002,101,6,6
"7229",2002,818,-7,0
"7230",2002,679,-2,1
"7231",2002,347,7,7
"7232",2002,490,0,-77
"7233",2002,551,5,5
"7234",2002,552,-4,1
"7235",2003,700,NA,-66
"7236",2003,339,7,7
"7237",2003,615,-3,1
"7238",2003,540,-2,2
"7239",2003,160,8,8
"7240",2003,371,5,5
"7241",2003,900,10,10
"7242",2003,305,10,10
"7243",2003,373,-7,0
"7244",2003,692,-7,0
"7245",2003,211,10,10
"7246",2003,434,6,6
"7247",2003,439,0,2
"7248",2003,760,-10,0
"7249",2003,370,-7,0
"7250",2003,771,6,6
"7251",2003,145,8,8
"7252",2003,346,NA,-66
"7253",2003,571,8,8
"7254",2003,140,8,8
"7255",2003,516,3,-88
"7256",2003,355,9,9
"7257",2003,811,2,3
"7258",2003,20,10,10
"7259",2003,471,-4,1
"7260",2003,402,10,10
"7261",2003,482,-1,1
"7262",2003,483,-2,1
"7263",2003,155,9,9
"7264",2003,710,-7,0
"7265",2003,100,7,7
"7266",2003,581,4,4
"7267",2003,484,-4,0
"7268",2003,94,10,10
"7269",2003,344,8,8
"7270",2003,40,-7,0
"7271",2003,352,10,10
"7272",2003,315,10,10
"7273",2003,390,10,10
"7274",2003,522,2,3
"7275",2003,42,8,8
"7276",2003,130,6,6
"7277",2003,651,-6,0
"7278",2003,411,-5,0
"7279",2003,531,-7,0
"7280",2003,366,9,9
"7281",2003,529,1,3
"7282",2003,860,6,6
"7283",2003,375,10,10
"7284",2003,950,5,6
"7285",2003,220,9,9
"7286",2003,481,-4,0
"7287",2003,420,-5,0
"7288",2003,452,6,7
"7289",2003,255,10,10
"7290",2003,404,-1,1
"7291",2003,350,10,10
"7292",2003,372,5,5
"7293",2003,90,8,8
"7294",2003,438,-1,1
"7295",2003,110,6,6
"7296",2003,41,-2,1
"7297",2003,91,7,7
"7298",2003,310,10,10
"7299",2003,750,9,9
"7300",2003,850,6,7
"7301",2003,205,10,10
"7302",2003,630,3,4
"7303",2003,645,NA,-66
"7304",2003,666,10,10
"7305",2003,325,10,10
"7306",2003,437,0,-77
"7307",2003,51,9,9
"7308",2003,663,-2,2
"7309",2003,740,10,10
"7310",2003,501,8,8
"7311",2003,690,-7,0
"7312",2003,703,-3,1
"7313",2003,705,-6,0
"7314",2003,812,-7,0
"7315",2003,367,8,8
"7316",2003,450,1,-88
"7317",2003,660,NA,-66
"7318",2003,570,8,8
"7319",2003,620,-7,0
"7320",2003,368,10,10
"7321",2003,212,10,10
"7322",2003,435,-6,0
"7323",2003,343,9,9
"7324",2003,580,7,7
"7325",2003,820,3,4
"7326",2003,590,10,10
"7327",2003,553,5,6
"7328",2003,70,8,8
"7329",2003,359,8,8
"7330",2003,432,7,7
"7331",2003,712,10,10
"7332",2003,600,-6,0
"7333",2003,775,-7,0
"7334",2003,541,5,5
"7335",2003,565,6,6
"7336",2003,790,-6,1
"7337",2003,920,10,10
"7338",2003,93,8,8
"7339",2003,475,4,4
"7340",2003,436,5,6
"7341",2003,385,10,10
"7342",2003,210,10,10
"7343",2003,698,-8,0
"7344",2003,770,-5,0
"7345",2003,95,9,9
"7346",2003,150,8,8
"7347",2003,135,9,9
"7348",2003,840,8,8
"7349",2003,910,4,4
"7350",2003,290,10,10
"7351",2003,235,10,10
"7352",2003,731,-10,0
"7353",2003,694,-10,0
"7354",2003,732,8,8
"7355",2003,360,8,8
"7356",2003,365,6,6
"7357",2003,517,-3,0
"7358",2003,560,9,9
"7359",2003,92,7,7
"7360",2003,670,-10,0
"7361",2003,433,8,8
"7362",2003,451,5,5
"7363",2003,830,-2,2
"7364",2003,317,9,9
"7365",2003,349,10,10
"7366",2003,940,NA,-66
"7367",2003,520,0,-77
"7368",2003,230,10,10
"7369",2003,780,5,6
"7370",2003,625,-6,0
"7371",2003,115,5,6
"7372",2003,572,-9,0
"7373",2003,380,10,10
"7374",2003,225,10,10
"7375",2003,652,-7,0
"7376",2003,702,-3,1
"7377",2003,713,9,9
"7378",2003,510,-1,2
"7379",2003,800,9,9
"7380",2003,701,-9,0
"7381",2003,461,-2,1
"7382",2003,52,10,10
"7383",2003,616,-4,1
"7384",2003,640,7,8
"7385",2003,696,-8,0
"7386",2003,500,-4,0
"7387",2003,200,10,10
"7388",2003,369,6,6
"7389",2003,165,10,10
"7390",2003,2,10,10
"7391",2003,704,-9,0
"7392",2003,101,6,6
"7393",2003,818,-7,0
"7394",2003,679,-2,1
"7395",2003,347,6,6
"7396",2003,490,1,-88
"7397",2003,551,5,5
"7398",2003,552,-4,1
"7399",2004,700,NA,-66
"7400",2004,339,7,7
"7401",2004,615,2,3
"7402",2004,540,-2,2
"7403",2004,160,8,8
"7404",2004,371,5,5
"7405",2004,900,10,10
"7406",2004,305,10,10
"7407",2004,373,-7,0
"7408",2004,692,-7,0
"7409",2004,211,10,10
"7410",2004,434,6,6
"7411",2004,439,0,2
"7412",2004,760,-10,0
"7413",2004,370,-7,0
"7414",2004,771,6,6
"7415",2004,145,8,8
"7416",2004,346,NA,-66
"7417",2004,571,8,8
"7418",2004,140,8,8
"7419",2004,516,5,-88
"7420",2004,355,9,9
"7421",2004,811,2,3
"7422",2004,20,10,10
"7423",2004,471,-4,1
"7424",2004,402,10,10
"7425",2004,482,-1,1
"7426",2004,483,-2,1
"7427",2004,155,9,9
"7428",2004,710,-7,0
"7429",2004,100,7,7
"7430",2004,581,6,6
"7431",2004,484,-4,0
"7432",2004,94,10,10
"7433",2004,344,8,8
"7434",2004,40,-7,0
"7435",2004,352,10,10
"7436",2004,315,10,10
"7437",2004,390,10,10
"7438",2004,522,2,3
"7439",2004,42,8,8
"7440",2004,130,6,6
"7441",2004,651,-6,0
"7442",2004,411,-5,0
"7443",2004,531,-7,0
"7444",2004,366,9,9
"7445",2004,529,1,3
"7446",2004,860,6,6
"7447",2004,375,10,10
"7448",2004,950,6,7
"7449",2004,220,9,9
"7450",2004,481,-4,0
"7451",2004,420,-5,0
"7452",2004,452,8,8
"7453",2004,255,10,10
"7454",2004,404,-1,1
"7455",2004,350,10,10
"7456",2004,372,7,7
"7457",2004,90,8,8
"7458",2004,438,-1,1
"7459",2004,110,6,6
"7460",2004,41,0,-88
"7461",2004,91,7,7
"7462",2004,310,10,10
"7463",2004,750,9,9
"7464",2004,850,8,8
"7465",2004,205,10,10
"7466",2004,630,-6,0
"7467",2004,645,NA,-66
"7468",2004,666,10,10
"7469",2004,325,10,10
"7470",2004,437,0,-77
"7471",2004,51,9,9
"7472",2004,663,-2,2
"7473",2004,740,10,10
"7474",2004,501,8,8
"7475",2004,690,-7,0
"7476",2004,703,-3,1
"7477",2004,705,-6,0
"7478",2004,812,-7,0
"7479",2004,367,8,8
"7480",2004,450,3,-88
"7481",2004,660,NA,-66
"7482",2004,570,8,8
"7483",2004,620,-7,0
"7484",2004,368,10,10
"7485",2004,212,10,10
"7486",2004,435,-6,0
"7487",2004,343,9,9
"7488",2004,580,7,7
"7489",2004,820,3,4
"7490",2004,590,10,10
"7491",2004,553,6,7
"7492",2004,70,8,8
"7493",2004,359,8,8
"7494",2004,432,7,7
"7495",2004,712,10,10
"7496",2004,600,-6,0
"7497",2004,775,-8,0
"7498",2004,541,5,5
"7499",2004,565,6,6
"7500",2004,790,-6,1
"7501",2004,920,10,10
"7502",2004,93,8,8
"7503",2004,475,4,4
"7504",2004,436,6,7
"7505",2004,385,10,10
"7506",2004,210,10,10
"7507",2004,698,-8,0
"7508",2004,770,-5,0
"7509",2004,95,9,9
"7510",2004,150,8,8
"7511",2004,135,9,9
"7512",2004,840,8,8
"7513",2004,910,4,4
"7514",2004,290,10,10
"7515",2004,235,10,10
"7516",2004,731,-10,0
"7517",2004,694,-10,0
"7518",2004,732,8,8
"7519",2004,360,9,9
"7520",2004,365,6,6
"7521",2004,517,-3,0
"7522",2004,560,9,9
"7523",2004,92,7,7
"7524",2004,670,-10,0
"7525",2004,433,8,8
"7526",2004,451,5,5
"7527",2004,830,-2,2
"7528",2004,317,9,9
"7529",2004,349,10,10
"7530",2004,940,8,9
"7531",2004,520,0,-77
"7532",2004,230,10,10
"7533",2004,780,5,6
"7534",2004,625,-6,0
"7535",2004,115,5,6
"7536",2004,572,-9,0
"7537",2004,380,10,10
"7538",2004,225,10,10
"7539",2004,652,-7,0
"7540",2004,702,-3,1
"7541",2004,713,10,10
"7542",2004,510,-1,2
"7543",2004,800,9,9
"7544",2004,701,-9,0
"7545",2004,461,-2,1
"7546",2004,52,10,10
"7547",2004,616,-4,1
"7548",2004,640,7,8
"7549",2004,696,-8,0
"7550",2004,500,-4,0
"7551",2004,200,10,10
"7552",2004,369,6,6
"7553",2004,165,10,10
"7554",2004,2,10,10
"7555",2004,704,-9,0
"7556",2004,101,6,6
"7557",2004,818,-7,0
"7558",2004,679,-2,1
"7559",2004,347,6,6
"7560",2004,490,3,-88
"7561",2004,551,5,5
"7562",2004,552,-4,1
"7563",2005,700,NA,-66
"7564",2005,339,9,9
"7565",2005,615,2,3
"7566",2005,540,-2,2
"7567",2005,160,8,8
"7568",2005,371,5,5
"7569",2005,900,10,10
"7570",2005,305,10,10
"7571",2005,373,-7,0
"7572",2005,692,-7,0
"7573",2005,211,10,10
"7574",2005,434,6,6
"7575",2005,439,0,2
"7576",2005,760,-5,0
"7577",2005,370,-7,0
"7578",2005,771,6,6
"7579",2005,145,8,8
"7580",2005,346,NA,-66
"7581",2005,571,8,8
"7582",2005,140,8,8
"7583",2005,516,6,7
"7584",2005,355,9,9
"7585",2005,811,2,3
"7586",2005,20,10,10
"7587",2005,471,-4,1
"7588",2005,402,10,10
"7589",2005,482,-1,1
"7590",2005,483,-2,1
"7591",2005,155,9,9
"7592",2005,710,-7,0
"7593",2005,100,7,7
"7594",2005,581,6,6
"7595",2005,484,-4,0
"7596",2005,94,10,10
"7597",2005,344,9,9
"7598",2005,40,-7,0
"7599",2005,352,10,10
"7600",2005,315,10,10
"7601",2005,390,10,10
"7602",2005,522,2,3
"7603",2005,42,8,8
"7604",2005,130,6,6
"7605",2005,651,-3,1
"7606",2005,411,-5,0
"7607",2005,531,-7,0
"7608",2005,366,9,9
"7609",2005,529,-3,1
"7610",2005,860,6,6
"7611",2005,375,10,10
"7612",2005,950,6,7
"7613",2005,220,9,9
"7614",2005,481,-4,0
"7615",2005,420,-5,0
"7616",2005,452,8,8
"7617",2005,255,10,10
"7618",2005,404,6,6
"7619",2005,350,10,10
"7620",2005,372,7,7
"7621",2005,90,8,8
"7622",2005,438,-1,1
"7623",2005,110,6,6
"7624",2005,41,3,-88
"7625",2005,91,7,7
"7626",2005,310,10,10
"7627",2005,750,9,9
"7628",2005,850,8,8
"7629",2005,205,10,10
"7630",2005,630,-6,0
"7631",2005,645,NA,-66
"7632",2005,666,10,10
"7633",2005,325,10,10
"7634",2005,437,0,-77
"7635",2005,51,9,9
"7636",2005,663,-2,2
"7637",2005,740,10,10
"7638",2005,501,8,8
"7639",2005,690,-7,0
"7640",2005,703,3,3
"7641",2005,705,-6,0
"7642",2005,812,-7,0
"7643",2005,367,8,8
"7644",2005,450,5,-88
"7645",2005,660,6,6
"7646",2005,570,8,8
"7647",2005,620,-7,0
"7648",2005,368,10,10
"7649",2005,212,10,10
"7650",2005,435,-5,0
"7651",2005,343,9,9
"7652",2005,580,7,7
"7653",2005,820,3,4
"7654",2005,590,10,10
"7655",2005,553,6,6
"7656",2005,70,8,8
"7657",2005,359,9,9
"7658",2005,432,7,7
"7659",2005,712,10,10
"7660",2005,600,-6,0
"7661",2005,775,-8,0
"7662",2005,541,5,5
"7663",2005,565,6,6
"7664",2005,790,-6,1
"7665",2005,920,10,10
"7666",2005,93,8,8
"7667",2005,475,4,4
"7668",2005,436,6,7
"7669",2005,385,10,10
"7670",2005,210,10,10
"7671",2005,698,-8,0
"7672",2005,770,-5,0
"7673",2005,95,9,9
"7674",2005,150,8,8
"7675",2005,135,9,9
"7676",2005,840,8,8
"7677",2005,910,4,4
"7678",2005,290,10,10
"7679",2005,235,10,10
"7680",2005,731,-10,0
"7681",2005,694,-10,0
"7682",2005,732,8,8
"7683",2005,360,9,9
"7684",2005,365,6,6
"7685",2005,517,-3,0
"7686",2005,560,9,9
"7687",2005,92,7,7
"7688",2005,670,-10,0
"7689",2005,433,8,8
"7690",2005,451,5,5
"7691",2005,830,-2,2
"7692",2005,317,9,9
"7693",2005,349,10,10
"7694",2005,940,8,9
"7695",2005,520,0,-77
"7696",2005,230,10,10
"7697",2005,780,5,6
"7698",2005,625,-4,0
"7699",2005,115,5,6
"7700",2005,572,-9,0
"7701",2005,380,10,10
"7702",2005,225,10,10
"7703",2005,652,-7,0
"7704",2005,702,-3,1
"7705",2005,713,10,10
"7706",2005,510,-1,2
"7707",2005,800,9,9
"7708",2005,701,-9,0
"7709",2005,461,-4,1
"7710",2005,52,10,10
"7711",2005,616,-4,1
"7712",2005,640,7,8
"7713",2005,696,-8,0
"7714",2005,500,-1,1
"7715",2005,200,10,10
"7716",2005,369,6,6
"7717",2005,165,10,10
"7718",2005,2,10,10
"7719",2005,704,-9,0
"7720",2005,101,6,6
"7721",2005,818,-7,0
"7722",2005,679,-2,1
"7723",2005,347,6,6
"7724",2005,490,4,-88
"7725",2005,551,5,5
"7726",2005,552,-4,1
"7727",2006,700,NA,-66
"7728",2006,339,9,9
"7729",2006,615,2,3
"7730",2006,540,-2,2
"7731",2006,160,8,8
"7732",2006,371,5,5
"7733",2006,900,10,10
"7734",2006,305,10,10
"7735",2006,373,-7,0
"7736",2006,692,-7,0
"7737",2006,211,10,10
"7738",2006,434,7,7
"7739",2006,439,0,2
"7740",2006,760,-5,0
"7741",2006,370,-7,0
"7742",2006,771,6,6
"7743",2006,145,8,8
"7744",2006,346,NA,-66
"7745",2006,571,8,8
"7746",2006,140,8,8
"7747",2006,516,6,7
"7748",2006,355,9,9
"7749",2006,811,2,3
"7750",2006,20,10,10
"7751",2006,471,-4,1
"7752",2006,402,10,10
"7753",2006,482,-1,1
"7754",2006,483,-2,1
"7755",2006,155,10,10
"7756",2006,710,-7,0
"7757",2006,100,7,7
"7758",2006,581,9,9
"7759",2006,484,-4,0
"7760",2006,94,10,10
"7761",2006,344,9,9
"7762",2006,40,-7,0
"7763",2006,352,10,10
"7764",2006,315,8,8
"7765",2006,390,10,10
"7766",2006,522,2,3
"7767",2006,42,8,8
"7768",2006,130,7,7
"7769",2006,651,-3,1
"7770",2006,411,-5,0
"7771",2006,531,-7,0
"7772",2006,366,9,9
"7773",2006,529,-3,1
"7774",2006,860,7,7
"7775",2006,375,10,10
"7776",2006,950,-3,0
"7777",2006,220,9,9
"7778",2006,481,-4,0
"7779",2006,420,-5,0
"7780",2006,452,8,8
"7781",2006,255,10,10
"7782",2006,404,6,6
"7783",2006,350,10,10
"7784",2006,372,7,7
"7785",2006,90,8,8
"7786",2006,438,-1,1
"7787",2006,110,6,6
"7788",2006,41,5,6
"7789",2006,91,7,7
"7790",2006,310,10,10
"7791",2006,750,9,9
"7792",2006,850,8,8
"7793",2006,205,10,10
"7794",2006,630,-6,0
"7795",2006,645,NA,-66
"7796",2006,666,10,10
"7797",2006,325,10,10
"7798",2006,437,0,-77
"7799",2006,51,9,9
"7800",2006,663,-2,2
"7801",2006,740,10,10
"7802",2006,501,8,8
"7803",2006,690,-7,0
"7804",2006,703,4,4
"7805",2006,705,-6,0
"7806",2006,812,-7,0
"7807",2006,367,8,8
"7808",2006,450,6,7
"7809",2006,660,6,6
"7810",2006,570,8,8
"7811",2006,620,-7,0
"7812",2006,368,10,10
"7813",2006,212,10,10
"7814",2006,435,-3,0
"7815",2006,343,9,9
"7816",2006,580,7,7
"7817",2006,820,3,4
"7818",2006,590,10,10
"7819",2006,553,6,6
"7820",2006,70,8,8
"7821",2006,359,9,9
"7822",2006,432,7,7
"7823",2006,348,9,9
"7824",2006,712,10,10
"7825",2006,600,-6,0
"7826",2006,775,-8,0
"7827",2006,541,5,5
"7828",2006,565,6,6
"7829",2006,790,6,7
"7830",2006,920,10,10
"7831",2006,93,8,8
"7832",2006,475,4,4
"7833",2006,436,6,7
"7834",2006,385,10,10
"7835",2006,210,10,10
"7836",2006,698,-8,0
"7837",2006,770,-5,0
"7838",2006,95,9,9
"7839",2006,150,8,8
"7840",2006,135,9,9
"7841",2006,840,8,8
"7842",2006,910,4,4
"7843",2006,290,10,10
"7844",2006,235,10,10
"7845",2006,731,-10,0
"7846",2006,694,-10,0
"7847",2006,732,8,8
"7848",2006,360,9,9
"7849",2006,365,6,6
"7850",2006,517,-3,0
"7851",2006,560,9,9
"7852",2006,92,7,7
"7853",2006,670,-10,0
"7854",2006,433,8,8
"7855",2006,342,8,9
"7856",2006,451,5,5
"7857",2006,830,-2,2
"7858",2006,317,10,10
"7859",2006,349,10,10
"7860",2006,940,8,9
"7861",2006,520,0,-77
"7862",2006,230,10,10
"7863",2006,780,6,7
"7864",2006,625,-4,0
"7865",2006,115,5,6
"7866",2006,572,-9,0
"7867",2006,380,10,10
"7868",2006,225,10,10
"7869",2006,652,-7,0
"7870",2006,702,-3,1
"7871",2006,713,10,10
"7872",2006,510,-1,2
"7873",2006,800,-5,0
"7874",2006,701,-9,0
"7875",2006,461,-4,1
"7876",2006,52,10,10
"7877",2006,616,-4,1
"7878",2006,640,7,8
"7879",2006,696,-8,0
"7880",2006,500,-1,1
"7881",2006,200,10,10
"7882",2006,369,7,7
"7883",2006,165,10,10
"7884",2006,2,10,10
"7885",2006,704,-9,0
"7886",2006,101,5,5
"7887",2006,818,-7,0
"7888",2006,679,-2,1
"7889",2006,347,6,6
"7890",2006,490,5,6
"7891",2006,551,5,5
"7892",2006,552,-4,1
"7893",2007,700,NA,-66
"7894",2007,339,9,9
"7895",2007,615,2,3
"7896",2007,540,-2,2
"7897",2007,160,8,8
"7898",2007,371,5,5
"7899",2007,900,10,10
"7900",2007,305,10,10
"7901",2007,373,-7,0
"7902",2007,692,-7,0
"7903",2007,211,8,8
"7904",2007,434,7,7
"7905",2007,439,0,2
"7906",2007,760,-5,0
"7907",2007,370,-7,0
"7908",2007,771,-6,0
"7909",2007,145,8,8
"7910",2007,346,NA,-66
"7911",2007,571,8,8
"7912",2007,140,8,8
"7913",2007,516,6,7
"7914",2007,355,9,9
"7915",2007,811,2,3
"7916",2007,20,10,10
"7917",2007,471,-4,1
"7918",2007,402,10,10
"7919",2007,482,-1,1
"7920",2007,483,-2,1
"7921",2007,155,10,10
"7922",2007,710,-7,0
"7923",2007,100,7,7
"7924",2007,581,9,9
"7925",2007,484,-4,0
"7926",2007,94,10,10
"7927",2007,344,9,9
"7928",2007,40,-7,0
"7929",2007,352,10,10
